0	98
1	100
2	100
3	100
4	100
5	100
6	100
7	100
8	100
9	100
10	100
11	99
12	97
13	95
14	90
15	83
16	82
17	82
18	82
19	92
20	87
21	82
22	76
23	76
24	89
25	94
26	97
27	100
28	100
29	100
30	100
31	100
32	100
33	100
34	100
35	100
36	100
37	100
38	100
39	99
40	96
41	94
42	89
43	83
44	82
45	86
46	94
47	79
48	76
49	82
50	84
51	92
52	97
53	98
54	100
55	100
56	100
57	100
58	100
59	100
60	100
61	100
62	100
63	100
64	100
65	100
66	99
67	97
68	94
69	86
70	82
71	82
72	91
73	94
74	90
75	88
76	89
77	93
78	97
79	100
80	100
81	100
82	100
83	100
84	100
85	100
86	100
87	100
88	100
89	100
90	100
91	100
92	99
93	97
94	94
95	90
96	82
97	82
98	87
99	94
100	93
101	88
102	90
103	92
104	98
105	99
106	100
107	100
108	100
109	100
110	100
111	100
112	100
113	100
114	100
115	100
116	99
117	100
118	100
119	100
120	99
121	97
122	95
123	92
124	90
125	82
126	82
127	94
128	86
129	85
130	95
131	97
132	99
133	100
134	100
135	100
136	100
137	100
138	100
139	100
140	100
141	100
142	100
143	100
144	100
145	100
146	100
147	100
148	98
149	96
150	94
151	94
152	87
153	88
154	94
155	94
156	92
157	97
158	98
159	100
160	100
161	100
162	100
163	100
164	100
165	100
166	100
167	100
168	100
169	100
170	100
171	100
172	100
173	100
174	100
175	100
176	98
177	103
178	84
179	94
180	87
181	85
182	97
183	97
184	99
185	100
186	100
187	100
188	100
189	100
190	100
191	100
192	100
193	100
194	100
195	100
196	100
197	100
198	100
199	100
200	100
201	100
202	99
203	103
204	93
205	86
206	95
207	82
208	96
209	100
210	98
211	100
212	100
213	100
214	100
215	100
216	100
217	100
218	100
219	100
220	100
221	100
222	100
223	100
224	100
225	100
226	100
227	100
228	100
229	100
230	102
231	107
232	94
233	82
234	94
235	95
236	101
237	102
238	100
239	100
240	100
241	100
242	100
243	100
244	100
245	100
246	100
247	100
248	100
249	100
250	100
251	100
252	100
253	100
254	100
255	91
256	84
257	98
258	103
259	103
260	100
261	101
262	100
263	100
264	100
265	100
266	100
267	100
268	100
269	100
270	100
271	100
272	100
273	100
274	100
275	100
276	100
277	100
278	100
279	100
280	109
281	96
282	99
283	97
284	92
285	101
286	103
287	104
288	102
289	100
290	100
291	100
292	100
293	100
294	100
295	100
296	100
297	100
298	100
299	100
300	100
301	100
302	100
303	100
304	100
305	101
306	103
307	112
308	98
309	101
310	101
311	101
312	104
313	105
314	107
315	104
316	100
317	100
318	100
319	100
320	100
321	100
322	100
323	100
324	100
325	100
326	100
327	100
328	100
329	100
330	100
331	100
332	100
333	112
334	112
335	98
336	108
337	103
338	99
339	104
340	106
341	107
342	106
343	102
344	100
345	100
346	100
347	100
348	100
349	100
350	100
351	100
352	100
353	100
354	100
355	100
356	100
357	100
358	100
359	104
360	111
361	107
362	111
363	104
364	107
365	107
366	104
367	106
368	106
369	106
370	101
371	100
372	100
373	100
374	100
375	100
376	100
377	100
378	100
379	100
380	100
381	100
382	100
383	100
384	100
385	100
386	106
387	100
388	100
389	100
390	110
391	103
392	109
393	106
394	105
395	106
396	107
397	105
398	101
399	100
400	100
401	100
402	100
403	100
404	100
405	100
406	100
407	100
408	100
409	100
410	100
411	100
412	100
413	105
414	112
415	100
416	100
417	100
418	107
419	117
420	114
421	108
422	106
423	106
424	107
425	100
426	100
427	100
428	101
429	100
430	100
431	100
432	100
433	101
434	106
435	112
436	113
437	112
438	113
439	114
440	117
441	116
442	107
443	106
444	107
445	106
446	102
447	100
448	100
449	100
450	100
451	100
452	100
453	100
454	100
455	100
456	100
457	100
458	100
459	101
460	100
461	106
462	113
463	112
464	101
465	113
466	118
467	119
468	116
469	108
470	107
471	107
472	107
473	105
474	100
475	100
476	100
477	100
478	100
479	100
480	100
481	100
482	100
483	100
484	100
485	100
486	100
487	105
488	112
489	100
490	113
491	103
492	119
493	119
494	119
495	114
496	107
497	106
498	106
499	106
500	104
501	100
502	100
503	100
504	100
505	100
506	100
507	100
508	100
509	100
510	100
511	100
512	100
513	102
514	104
515	112
516	112
517	107
518	113
519	117
520	119
521	120
522	120
523	116
524	109
525	107
526	106
527	107
528	104
529	101
530	100
531	100
532	100
533	100
534	100
535	100
536	100
537	100
538	100
539	100
540	100
541	105
542	100
543	113
544	112
545	101
546	115
547	121
548	121
549	123
550	121
551	118
552	112
553	107
554	106
555	107
556	106
557	104
558	100
559	100
560	100
561	100
562	100
563	100
564	100
565	100
566	100
567	102
568	110
569	100
570	112
571	100
572	112
573	118
574	120
575	122
576	123
577	122
578	119
579	112
580	107
581	107
582	107
583	106
584	102
585	101
586	100
587	100
588	100
589	100
590	100
591	100
592	100
593	101
594	101
595	105
596	100
597	116
598	118
599	120
600	121
601	124
602	106
603	107
604	104
605	101
606	100
607	100
608	100
609	100
610	100
611	100
612	101
613	100
614	101
615	110
616	100
617	112
618	112
619	112
620	119
621	122
622	124
623	124
624	122
625	121
626	114
627	108
628	107
629	106
630	106
631	104
632	100
633	100
634	100
635	100
636	100
637	100
638	100
639	100
640	100
641	105
642	111
643	107
644	100
645	112
646	113
647	116
648	121
649	123
650	125
651	124
652	122
653	120
654	114
655	107
656	107
657	108
658	106
659	105
660	102
661	100
662	100
663	100
664	100
665	100
666	100
667	100
668	100
669	103
670	106
671	107
672	106
673	102
674	117
675	121
676	123
677	125
678	125
679	125
680	122
681	119
682	113
683	107
684	106
685	107
686	107
687	104
688	100
689	100
690	101
691	100
692	100
693	100
694	102
695	107
696	111
697	113
698	111
699	111
700	116
701	121
702	122
703	125
704	125
705	125
706	123
707	122
708	115
709	108
710	107
711	107
712	106
713	103
714	100
715	100
716	101
717	100
718	100
719	100
720	102
721	110
722	106
723	112
724	113
725	115
726	120
727	122
728	123
729	124
730	125
731	125
732	123
733	122
734	119
735	109
736	108
737	107
738	106
739	105
740	101
741	100
742	100
743	100
744	100
745	100
746	100
747	108
748	115
749	106
750	110
751	116
752	107
753	120
754	123
755	124
756	125
757	125
758	125
759	125
760	124
761	120
762	121
763	112
764	107
765	110
766	106
767	108
768	100
769	101
770	101
771	113
772	108
773	108
774	106
775	122
776	125
777	125
778	125
779	124
780	124
781	123
782	121
783	118
784	112
785	110
786	107
787	110
788	102
789	102
790	100
791	100
792	100
793	101
794	103
795	100
796	100
797	100
798	113
799	106
800	113
801	120
802	124
803	124
804	125
805	125
806	125
807	125
808	124
809	122
810	123
811	117
812	110
