# SkaMPI pt2pt test
# on cluster : griffon (nancy) Grid5000. See Grid5000 website for technical data.

#vendor_id  : GenuineIntel
#cpu family : 6
#model      : 23
#model name : Intel(R) Xeon(R) CPU           L5420  @ 2.50GHz
#stepping   : 10
#cpu MHz    : 2493.757
#cache size : 6144 KB


# /home/sgenaud/openmpi.install/bin/mpiexec --mca btl_tcp_if_include eth0 --mca btl_tcp_if_exclude ib0 --mca btl tcp,self -mca orte_base_help_aggregate 0 -mca plm_rsh_agent oarsh -machinefile machinefile -n 2 skampi -i ski_smpi/skampi_pt2pt.ski

# Finished at Fri Jul  9 16:19:24 2010
# SKaMPI Version 5.0.4 rev. 355
# Started at Fri Jul  9 16:19:02 2010
# Total runtime 22 seconds
# begin result "Pingpong_Send_Recv"
# duration = 22.49 sec
# end result "Pingpong_Send_Recv"

count= 1        1     109.2       0.2       32     106.7     107.7
count= 2        2     109.3       0.3       32     107.6     107.0
count= 4        4     111.7       0.7       32     107.8     109.7
count= 8        8     109.0       0.3       32     106.8     107.0
count= 16       16     109.1       0.4       32     108.0     106.7
count= 32       32     111.1       0.4       32     110.5     107.4
count= 64       64     110.2       0.2       32     107.8     108.6
count= 128      128     118.9       1.2       32     109.9     116.2
count= 256      256     145.8       0.4       32     138.4     144.9
count= 512      512     161.7       0.3       32     154.7     161.6
count= 1024     1024     190.4       0.2       32     182.7     190.4
count= 1024     1024     193.4       0.3       32     185.9     193.0
count= 1536     1536     237.3       0.5       32     226.9     237.3
count= 2048     2048     248.0       0.8       32     238.4     247.9
count= 2048     2048     249.2       1.0       32     240.1     247.7
count= 2560     2560     262.9       0.6       32     251.7     262.9
count= 3072     3072     277.9       0.4       32     272.7     275.0
count= 3584     3584     285.0       0.5       32     275.0     285.0
count= 4096     4096     303.0       0.9       32     293.5     298.9
count= 4096     4096     303.4       0.8       32     297.2     301.6
count= 4608     4608     310.0       0.8       32     310.0     291.7
count= 5120     5120     321.4       0.7       32     321.4     291.5
count= 5632     5632     343.7       0.7       32     343.7     312.0
count= 6144     6144     320.7       0.5       32     320.7     282.6
count= 6656     6656     339.4       0.4       32     339.4     296.6
count= 7168     7168     353.3       0.7       32     353.3     308.5
count= 7680     7680     386.7       0.8       32     385.3     378.8
count= 8192     8192     389.1       0.6       32     389.1     373.8
count= 8192     8192     393.7       0.8       32     391.1     380.4
count= 16384    16384     627.7       0.7       32     627.7     533.9
count= 32768    32768    1060.2       0.9       32    1060.2     828.9
count= 32768    32768    1062.0       1.0       32    1062.0     836.4
count= 33792    33792    1096.1       0.8       32    1096.1     838.2
count= 34816    34816    1109.6       0.7       32    1109.6     835.3
count= 35840    35840    1125.7       1.7       32    1125.7     856.3
count= 36864    36864    1168.1       1.4       32    1168.1     930.2
count= 37888    37888    1208.8       0.6       32    1208.8     937.2
count= 38912    38912    1229.7       1.0       32    1229.7     952.2
count= 39936    39936    1255.4       1.2       32    1255.4     969.3
count= 40960    40960    1292.8       0.9       32    1292.8     978.8
count= 41984    41984    1300.8       1.6       32    1300.8     976.3
count= 43008    43008    1322.0       1.2       32    1322.0     988.2
count= 44032    44032    1365.8       1.0       32    1365.8    1064.5
count= 45056    45056    1400.6       0.8       32    1400.6    1072.9
count= 46080    46080    1426.9       0.9       32    1426.9    1096.7
count= 47104    47104    1445.7       0.9       32    1445.7    1101.4
count= 48128    48128    1489.7       0.9       32    1489.7    1119.3
count= 49152    49152    1516.2       0.6       32    1516.2    1137.3
count= 50176    50176    1515.0       0.9       32    1515.0    1124.5
count= 51200    51200    1558.4       1.4       32    1558.4    1202.6
count= 52224    52224    1595.4       0.8       32    1595.4    1209.2
count= 53248    53248    1614.3       1.0       32    1614.3    1219.8
count= 54272    54272    1647.7       0.8       32    1647.7    1244.3
count= 55296    55296    1684.2       0.9       32    1684.2    1258.9
count= 56320    56320    1714.6       0.8       32    1714.6    1281.8
count= 57344    57344    1710.3       1.4       32    1710.3    1262.5
count= 58368    58368    1757.1       1.1       32    1757.1    1344.3
count= 59392    59392    1793.4       1.3       32    1793.4    1350.9
count= 60416    60416    1817.8       0.7       32    1817.8    1366.0
count= 61440    61440    1850.5       1.5       32    1850.5    1392.2
count= 62464    62464    1884.3       1.3       32    1884.3    1398.8
count= 63488    63488    1896.7       1.2       32    1896.7    1403.7
count= 64512    64512    1907.1       1.0       32    1907.1    1405.3
count= 65536    65536    2250.0       1.2       32    2250.0    1648.1
count= 65536    65536    2253.6       1.8       32    2253.6    1653.3
count= 66560    66560    2263.2       0.8       32    2263.2    1654.2
count= 67584    67584    2284.4       1.4       32    2284.4    1655.7
count= 68608    68608    2308.5       1.7       32    2308.5    1685.1
count= 69632    69632    2299.3       2.7       32    2299.3    1672.3
count= 70656    70656    2342.2       2.4       32    2342.2    1708.0
count= 71680    71680    2385.5       2.4       32    2385.5    1733.6
count= 72704    72704    2422.9       2.5       32    2422.9    1765.7
count= 73728    73728    2441.9       1.7       32    2441.9    1783.1
count= 74752    74752    2465.0       1.9       32    2465.0    1781.5
count= 75776    75776    2482.6       2.5       32    2482.6    1806.1
count= 76800    76800    2490.0       2.1       32    2490.0    1808.3
count= 77824    77824    2503.4       2.8       32    2503.4    1815.1
count= 78848    78848    2568.6       2.6       32    2568.6    1864.5
count= 79872    79872    2618.4       2.2       32    2618.4    1897.0
count= 80896    80896    2615.7       2.6       32    2615.7    1891.0
count= 81920    81920    2641.5       2.1       32    2641.5    1919.9
count= 82944    82944    2647.5       2.4       32    2647.5    1919.4
count= 83968    83968    2662.6       1.8       32    2662.6    1929.4
count= 84992    84992    2693.4       1.7       32    2693.4    1954.6
count= 86016    86016    2733.1       2.3       32    2733.1    1974.2
count= 87040    87040    2784.9       2.0       32    2784.9    2013.4
count= 88064    88064    2792.3       1.9       32    2792.3    2014.1
count= 89088    89088    2820.0       1.8       32    2820.0    2032.9
count= 90112    90112    2833.6       1.7       32    2833.6    2045.1
count= 91136    91136    2861.4       1.1       32    2861.4    2056.6
count= 92160    92160    2873.4       1.5       32    2873.4    2071.6
count= 93184    93184    2926.1       0.8       32    2926.1    2103.4
count= 94208    94208    2960.6       1.8       32    2960.6    2128.3
count= 95232    95232    2970.0       1.6       32    2970.0    2145.8
count= 96256    96256    2993.8       1.7       32    2993.8    2147.2
count= 97280    97280    3010.7       2.4       32    3010.7    2169.1
count= 98304    98304    3039.6       1.7       32    3039.6    2180.1
count= 99328    99328    3048.7       2.0       32    3048.7    2186.0
count= 100352   100352    3107.2       1.4       32    3107.2    2227.0
count= 101376   101376    3147.7       1.4       32    3147.7    2258.1
count= 102400   102400    3145.7       1.8       32    3145.7    2256.1
count= 103424   103424    3171.8       1.3       32    3171.8    2266.4
count= 104448   104448    3200.2       2.4       32    3200.2    2300.5
count= 105472   105472    3219.3       2.7       32    3219.3    2301.5
count= 106496   106496    3229.6       2.1       32    3229.6    2308.6
count= 107520   107520    3284.7       2.3       32    3284.7    2344.4
count= 108544   108544    3311.8       2.2       32    3311.8    2364.9
count= 109568   109568    3323.4       1.7       32    3323.4    2376.3
count= 110592   110592    3354.0       2.0       32    3354.0    2399.0
count= 111616   111616    3376.2       1.7       32    3376.2    2419.3
count= 112640   112640    3397.4       2.4       32    3397.4    2429.9
count= 113664   113664    3401.1       1.4       32    3401.1    2430.6
count= 114688   114688    3458.1       2.7       32    3458.1    2470.8
count= 115712   115712    3481.2       3.4       32    3481.2    2484.3
count= 116736   116736    3512.1       2.2       32    3512.1    2502.9
count= 117760   117760    3532.9       2.1       32    3532.9    2524.1
count= 118784   118784    3544.9       1.9       32    3544.9    2527.8
count= 119808   119808    3575.5       1.4       32    3575.5    2544.6
count= 120832   120832    3584.4       2.2       32    3584.4    2554.0
count= 121856   121856    3641.5       2.3       32    3641.5    2593.2
count= 122880   122880    3662.0       1.7       32    3662.0    2608.6
count= 123904   123904    3695.2       1.7       32    3695.2    2638.5
count= 124928   124928    3711.6       1.6       32    3711.6    2643.5
count= 125952   125952    3737.9       1.3       32    3737.9    2659.9
count= 126976   126976    3750.0       1.8       32    3750.0    2673.3
count= 128000   128000    3761.6       2.2       32    3761.6    2678.8
count= 129024   129024    3822.9       1.8       32    3822.9    2725.9
count= 130048   130048    3838.5       2.3       32    3838.5    2727.5
count= 131072   131072    3870.2       1.8       32    3870.2    2750.0
count= 131072   131072    3873.2       1.8       32    3873.2    2757.4
count= 262144   262144    7121.5       1.0       32    7121.5    4980.9
count= 524288   524288   10740.7       4.1       32   10740.7    9458.5
count= 1048576  1048576   19872.8       4.9       32   19872.8   18373.7
count= 2097152  2097152   37947.8      63.3       32   37947.8   36227.3
count= 4194304  4194304   73299.4       7.8       32   73299.4   71898.5
count= 8388608  8388608  144965.0      15.2       32  144965.0  143205.7
